id,text,fraud_reported
280709,"""Good day, we received a claim from a valued customer who has been with us for 272 months now. The incident occurred on February 16, 2015, when a 41-year-old female, engaged in farming-fishing, and with an Associate's degree was involved in a Single Vehicle Collision at 8281 Lincoln Lane in Springfield, NY. The collision type was classified as a Side Collision, resulting in Major Damage to her 2010 Saab 92x.

Authorities were contacted immediately, and one witness was present at the scene. Thankfully, there was only one vehicle involved in the accident, but unfortunately, the insured sustained one bodily injury during the incident. The insured's zip code is 466718.

In terms of policy details, the insured has a policy CSL of 500/1000 with a deductible of $2000 and an annual premium of $1608.34. The total claim amount is $71,060, with specifics outlined as follows: $6,460 for injury claim, $12,920 for property damage claim, and $51,680 for vehicle damage claim.

It's important to note that despite the financial setback incurred due to the accident, there seems to be some capital gains of $33,300 but also capital losses of -$10,600 in the insured's records.

Rest assured that we are here to assist our customer through this challenging time and ensure a smooth claims process.""",N
898573,"Oh boy, let me tell you about this claim we had recently. So, we got this lady, 37 years old, a real dancing queen apparently. She's got a Masters degree and works in farming and fishing - quite the combo, right? Anyway, she had this little incident on February 8th, 2015. Single vehicle collision, front-end damage – nothing too serious thankfully. But get this, she managed to cause bodily injuries to herself. Yep, tough break.

The authorities were called – Fire department to be specific. Happened in Northbrook, West Virginia. The car involved was a '99 Suburu Legacy. Not the fanciest ride but hey, it gets you from A to B. Property damage? Oh yeah, that's a definite yes. Witnesses saw it all go down too.

Now here's the kicker – total claim amount stands at $38,830. Injury claim of $3,530, same for property claim; vehicle claim takes the cake at $31,770. And get this – her annual premium is $1,728.56! Talk about some bad luck striking all at once.

But hey, she'll get through it with a little help from her insurance company. That's what we're here for, right? Gotta make sure our customers can dance their way out of any trouble that comes their way.""",N
547802,"I. Formal and Professional Style:

After conducting a thorough examination of the provided data, it has been determined that a single-vehicle front collision occurred on January 26, 2015, at 16:00 hours in Riverwood, SC. The insured party, a 43-year-old female with an MD education level and armed forces occupation, was involved in the incident. The collision resulted in major damage to her 2015 Saab 92x. No bodily injuries were reported, and there were no witnesses present at the scene.

Authorities were contacted, specifically the Fire department, and a police report is available for review. The policy details include a coverage limit of 250/500 with a $1000 deductible and an annual premium of $1518.46. The total claim amount for this incident is $53,500, broken down into $5350 for injury claims, $5350 for property damage, and $42,800 for vehicle repairs.

The insured party's relationship to the claimant is identified as own-child, residing in zip code 606238. The incident location was recorded as 2201 4th Lane. All necessary documentation is available for further assessment and processing.

II. Casual and Conversational Style:

Hey there! So, here's the scoop on what went down - this lady who's been a customer for a whopping 249 months got into a bit of a pickle. Picture this: it's January 26, 2015, around",N
600845,"""Hey there! So, listen to this crazy story that happened back in 2015 in Columbus. This 38-year-old lady, who's into skydiving (talk about living on the edge!), had a bit of a rough night when she got into a single-vehicle collision with her 2001 Chevrolet Silverado. Yeah, front collision – major bummer. Thankfully, she didn't have any witnesses around, but the authorities were contacted. Two people got injured, property damage was a definite yes, and no police report was available.

Can you believe the total claim amount added up to a whopping $73,700? That's broken down into $7,370 for injuries, $7,370 for property damage, and a massive $58,960 for the vehicle itself. The poor thing even faced some capital loss due to this mess.

It's wild how things can go downhill so quickly! Stay safe out there, folks!""",Y
390381,"Claim Narrative:

Our insured, a 40-year-old female executive-managerial professional with a JD education level, has been a loyal customer for 190 months. On a seemingly ordinary day in Hillsdale, SC, while her Nissan Ultima was parked at 8404 Embaracadero St, tragedy struck. A minor incident occurred where another vehicle lightly collided with her car, resulting in trivial damage.

Despite the incident's minor nature, our insured sustained two bodily injuries. Thankfully, a witness was present to corroborate the events leading up to the collision. The local police swiftly responded to the scene and filed a report promptly.

The policy details reveal a comprehensive coverage plan with CSL limits set at 500/1000 and an annual premium of $965.21. In this unfortunate event, the total claim amount tallied up to $6300, with specific breakdowns for injury, property, and vehicle claims provided.

It is essential to note that while the financial aspect of this claim is significant, our primary concern lies with ensuring our insured's well-being and swift recovery from the unforeseen physical injuries incurred during this incident.",N
629918,"Narrative: ""So, there was this total mess on Lincoln Hwy in Riverwood. A multi-vehicle collision happened late at night – around 9 PM. Three vehicles got tangled up in a rear-end collision, leaving two people injured. Ambulance had to be called in, and it was declared a total loss situation. The parties involved didn't file a police report, but two witnesses saw it all go down.

The lady behind the wheel, a 36-year-old tech-support gal who's been with us for 174 months, enjoys paintball on the side. She's got a college education and is insuring her Dodge RAM 2012 with us. Her policy covers up to 100/300 with a $2000 deductible and an annual premium of $1278.75.

Now, here's where things get interesting – the total claim amount adds up to $65,400! The breakdown includes $10,900 for injuries, $10,900 for property damage, and a whopping $43,600 for vehicle repairs. Seems like there's some capital gains and losses mixed in too.

Quite the eventful night for everyone involved. We'll have to dig deeper into this one.""",N
208298,"""Good day, this is a formal insurance claim report for an incident that occurred on January 1, 2015, in Springfield, PA. A 28-year-old male insured party with an Associate degree and armed forces occupation, residing in zip code 458727, experienced a trivial vehicle theft at 3 AM on MLK Ridge. The insured party, identified as an 'other relative,' had their 2014 Mercedes E400 stolen with trivial damage reported. 

The incident involved one vehicle with property damage and one bodily injury. There were two witnesses present during the event, although a police report was not available at the time of filing this claim. The insured party had a policy CSL of 250/500 with a $1000 deductible and an annual premium of $773.99.

The total claim amount for this incident is $3200, broken down into $640 for the injury claim, $320 for property damage, and $2240 for the vehicle claim. Additionally, the insured party incurred a capital loss of -$70,300.

We aim to process this claim efficiently despite the challenges faced and provide the necessary support to ensure a smooth resolution for all parties involved.""",N
513099,"This claim involves a 51-year-old female policyholder with an Associate degree working in tech-support and enjoying golf as a hobby. The incident occurred on January 19, 2015, in Arlington, NY, at 7:00 AM. It was a Single Vehicle Collision classified as a Rear Collision, resulting in Major Damage to her 2012 Dodge RAM.

Despite the severity of the accident, there were no bodily injuries reported. However, three witnesses were present at the scene. The authorities were contacted, specifically the Fire department. A police report is available for review.

The total claim amount is $75,400, with detailed breakdowns: $7,540 for injury claims, $15,080 for property damage claims, and $52,780 for vehicle damage claims. The policy details include a CSL of 500/1000, a deductible of $1,000, and an annual premium of $1,532.47.

It's noted that the policyholder has significant capital gains and losses outside of this claim scenario - demonstrating a complex financial situation. This narrative aims to provide insight into the incident and claim details while maintaining a factual and objective tone for assessment and processing purposes.",Y
184938,"**Casual and Conversational Style:**

Hey there, so here's the scoop on this claim – we've got a 28-year-old female customer who's only been with us for 2 months. She's got a JD education and works as a machine operator inspector. Her hobby? Golf. Cool, right?

Anyway, on January 17, 2015, she was involved in a single-vehicle collision in Northbend, NY. The incident happened around 7:00 pm and it was a side collision with minor damage. Thankfully, no one was injured.

The authorities contacted were the fire department, and the incident involved her Saab 92x from 2008. There were two witnesses present, and the police report is available. Property damage occurred but no bodily injuries.

The total claim amount is $58,140, with breakdowns for injury, property, and vehicle claims. The policy details include coverage limits of 250/500 and a deductible of $1000 with an annual premium of $1340.56.

That's the lowdown on this claim – just another day in the world of insurance!",N
187775,"""Hey there! So, on February 1st, 2015, in Columbus, South Carolina, a total loss occurred when a 44-year-old female driver got into a rear-end collision with two other vehicles on Sky St. around 3 PM. Thankfully, no one was injured in the accident, but it did result in significant damage to her 2010 Chevrolet Tahoe. The claim includes property and vehicle damages totaling $98,670. The policyholder, who has been a customer for 269 months and holds a JD degree, had an annual premium of $1,297.75 with a deductible of $500 under a 100/300 policy coverage.""",Y
326322,"""Hey there! So, we've got a young chap, 27 years old, a master's degree holder who loves golf. He works as a machine operator inspector and has been our customer for over 8 years now - that's some loyalty right there. The poor guy had his Mercedes E400 parked at 6067 Weaver Ridge when it got hit. Minor damage luckily, but still a bummer. It all went down in Hillsdale, South Carolina at 7 in the morning. Three witnesses saw it happen, but no police report available. The claim is for $5,900 split into $1,180 for injuries, $590 for property damage, and $4,130 for the vehicle. Let's get this sorted out pronto!""",N
146138,"""Good evening, folks. So, here's the scoop - we had a 30-year-old female member of our armed forces involved in a bit of a pickle down in Arlington. It was a chilly February night when she got into a single vehicle collision - rear-ended, major damage, yikes! The authorities were called, and three witnesses saw it all go down. Can you believe it? Thankfully, she only suffered one bodily injury. The incident took place on Embaracadero Ave around 7 PM. A 2001 Chevrolet Malibu was involved, and our lady had a policy with 250/500 CSL and a $2000 deductible. The annual premium was $1025.54 - not too shabby. The total claim amount came up to $64,100 with detailed breakdowns for injury, property, and vehicle claims. Now that's what I call a night to remember!""",N
336047,"- Young female client with 117 months as a customer experienced a total loss in a multi-vehicle collision.
- Occurring on 2015-02-05 in Springfield, SC, at 4058 Tree Drive around 1 PM, the incident involved two vehicles in a rear collision.
- Fortunately, no bodily injuries were reported, but property damage was sustained. Authorities contacted: Fire department.
- The insured, aged 28 and unmarried, holds an Associate's degree and works in transport-moving, with yachting as a hobby.
- Vehicle involved: 2009 Suburu Forrestor. Policy details: CSL 250/500, $500 deductible, $1264.77 annual premium.
- Claim breakdown: Injury claim $5040, property claim $10080, vehicle claim $40320 totaling $55440.
- Financially, the claim includes capital gains of $47500 and capital loss of -$32500.

---
Hey there! So, this young lady who's been with us for almost 10 years had a real tough break back in February 2015. She's only 28 and loves yachting but got into a major fender-bender down at Tree Drive in Springfield, SC. Two cars got tangled up from a rear-end collision around lunchtime - thankfully no one got hurt!

Her trusty old 2009 Suburu Forrestor took quite a hit though. It was a total loss situation with some serious property damage. The fire department",Y
532330,"Professional Style:

Upon reviewing the insurance claim data, it is evident that a 27-year-old male, with an education level of MD and occupation in sales, was involved in a multi-vehicle collision on February 27, 2015. The incident occurred in Northbend, South Carolina, at 4983 MLK Ridge at 2 AM. The collision involved three vehicles and resulted in major damage, with a side collision being the primary collision type.

The insured individual, who enjoys yachting as a hobby, sustained one bodily injury in the accident. There were two witnesses present at the scene, although no police report is currently available. Property damage was not reported following the incident.

The insured party was driving a 2011 Ford F150 at the time of the collision. The insurance policy in place has a combined single limit (CSL) of 250/500 and a deductible of $500. The annual premium for the policy amounts to $1459.97.

The total claim amount filed is $80,850, with specific breakdowns for injury, property, and vehicle claims amounting to $7350, $14,700, and $58,800 respectively. It is noted that there were no capital gains or losses associated with this claim.

This detailed assessment provides a comprehensive overview of the circumstances surrounding the insurance claim and sets the groundwork for further investigation and processing.",Y
118137,"As an insurance claims adjuster with over 10 years of experience, I reviewed a claim from Mrs. Hernandez, a 40-year-old female who has been a loyal customer for 242 months. Unfortunately, her Saab 95 was stolen on January 27, 2015, at 9744 Texas Drive in Springfield, WV. The incident occurred around 5 o'clock in the afternoon when trivial damage was inflicted during the vehicle theft. Despite having high school education and working in the transport-moving industry, Mrs. Hernandez enjoys adrenaline-fueled hobbies like bungee-jumping.

Upon contacting the authorities (Police), it was reported that there was one bodily injury sustained during the incident, with one witness present. However, no police report was available at the time of processing the claim. The property damage was evident, prompting Mrs. Hernandez to file for a total claim amount of $7,480.

The Saab model stolen was a 1998 Saab 95 under a policy with a CSL of 100/300 and a $500 deductible. The annual premium for her policy is $1,238.65, with no umbrella limit specified. Mrs. Hernandez's claim includes $680 for the injury claim and property claim each, while the vehicle claim amounts to $6,120.

It's important to note that Mrs. Hernandez faced significant capital loss due to this unfortunate incident, adding to the emotional distress caused by the theft of her beloved vehicle. As an adjuster dedicated",N
212674,"Investigation into the insurance claim of Mr. Smith, a 61-year-old male with a transport-moving occupation and a PhD education level, reveals a single vehicle collision in Riverwood, OH. The incident occurred on January 26, 2015, at 9:00 PM on Elm St. The collision type was a side collision resulting in major damage to his 2004 Nissan Maxima.

Despite contacting the fire authorities, no police report is available for review. Two bodily injuries were reported, with three witnesses present at the scene. The total claim amount is $53,640, with detailed breakdowns including $5,960 for injury claims, $5,960 for property claims, and $41,720 for vehicle claims.

Mr. Smith's policy details include coverage limits of 250/500 with a $500 deductible and an annual premium of $1,050.76. Notably, he had no umbrella limit in place at the time of the incident.

The financial impact of this collision is significant, with a total capital gain of $41,500 and a capital loss of -$70,200 adding complexity to the claim process. Further assessment and evaluation are necessary to determine the full extent of coverage and reimbursement for Mr. Smith's losses.

---
How did that sound? Let me know if you need more information or details!",Y
935596,"**Formal and Professional Style:**

On January 13, 2015, a collision occurred in Northbrook, SC involving three vehicles at 2886 Tree Ridge. The incident, classified as a Multi-vehicle Collision of Major Damage, resulted in two individuals sustaining bodily injuries. Despite contacting the Fire authorities at 9 PM, no police report is available. The insured, a 23-year-old female with a JD education level and occupation in tech-support, was the driver of a 2002 Chevrolet Tahoe. With a policy CSL of 500/1000 and a deductible of $1000, the total claim amount is reported at $63,250. Notably, the injury claim amounts to $5750 while the property and vehicle claims are $11,500 and $46,000 respectively. An intricate case warranting thorough investigation due to the absence of a police report.",Y
737593,"The insured, a 57-year-old woman with a high school education level, and a background in farming-fishing, was involved in a multi-vehicle collision on January 14, 2015. The incident occurred at 5236 Weaver Drive in Hillsdale, NY, at 7 AM. A total of three vehicles were involved in the side collision.

Fortunately, there were no bodily injuries reported, but one witness was present at the scene. The incident resulted in major damage to the insured's 1995 Dodge RAM. Emergency services were contacted, specifically an ambulance.

Despite the significant damage to the vehicle, there was no property damage reported. The insured's policy had a combined single limit (CSL) of 100/300 and a deductible of $500. Her annual premium was $865.33 with an umbrella limit of $7,000,000.

The total claim amount for this incident was $59,040, with detailed breakdowns: $9,840 for injury claims, $9,840 for property claims, and $39,360 for vehicle claims. There were no capital gains or losses associated with this claim.

It's essential to ensure that the insured is provided with the necessary support and guidance throughout the claims process to address any concerns or questions she may have regarding her policy coverage and claim settlement.",N
812025,"Wow, can you believe it? This guy, a 36-year-old associate with a passion for base-jumping, got into a wild side collision while cruising through Arlington in his 2004 Accura TL. Total loss, can you imagine the shock? It happened on February 22, 2015, at 4 pm on Apache Ridge. Three vehicles involved, but thankfully, no witnesses around to make things complicated. Authorities were called, police report available - thank goodness for that! Property damage is a definite yes, and one person ended up with injuries. The claim's pretty hefty at $50,500 in total - $10,100 for injuries, $5,050 for property, and a whopping $35,350 for the vehicle itself. The policyholder's got a CSL of 250/500 and an annual premium of $1,153.49 - not bad for what he's facing now.""",N
168151,"""Good afternoon, my name is Agent Smith, and I am handling a claim for a 43-year-old male with an Associate's degree working as a machine operator inspector. The incident in question occurred on January 17, 2015, in Columbus, South Carolina. The insured was involved in a single-vehicle collision, specifically a side collision that resulted in major damage to his 2010 Mercedes C300.

Despite the severity of the accident, fortunately, there were no bodily injuries reported. However, there was one witness present at the scene. Regrettably, the insured did not have a police report available due to unforeseen circumstances. The property damage was confirmed by authorities and classified as 'yes.'

The insured's policy details include a coverage limit of 500/1000 with a deductible of $2000 and an annual premium of $1281.25. The total claim amount is $57,690, broken down into an injury claim of $6410, property claim of $12,820, and vehicle claim of $38,460. There were no capital gains or losses associated with this incident.

It is crucial to assess the extent of damages accurately to ensure the insured receives fair compensation for the loss incurred. My team and I are dedicated to expediting this process efficiently and providing support every step of the way.""",Y
594739,"As a seasoned insurance professional, I am compiling the details of a rather complex claim scenario that unfolded in Springfield, NY back on February 2nd, 2015. A 40-year-old female with an MD education level and a background in sales, residing in zip code 439502, found herself facing an unfortunate incident of vehicle theft involving her beloved 2014 Toyota Camry.

Despite the trivial damage incurred during the theft, including property damage and bodily injuries resulting in an intricate claim process, the insured remained remarkably composed throughout. The authorities were promptly contacted, and a comprehensive police report was made available for documentation purposes. The incident occurred at 6259 Weaver St around 2 o'clock in the morning, involving a single vehicle and three witnesses to corroborate the events.

The insured's policy particulars reveal a coverage limit of 100/300 with a $500 deductible and an annual premium of $1342.80 - all crucial factors in assessing the total claim amount of $5940. This amount includes separate claims for injuries ($660), property damages ($660), and vehicle damages ($4620). Furthermore, no capital gains or losses were reported, indicating a strictly claim-related financial transaction.

In conclusion, this intricate narrative underscores the importance of meticulous data analysis and empathetic handling of claims to ensure a swift and fair resolution for all parties involved.",N
843227,"""Hey there! So, here's the scoop on what happened - a PhD-educated, 30-year-old single lady who loves dancing found herself in a bit of a pickle. It was back in January 2015 when her 1995 Suburu Impreza got rear-ended in a multi-vehicle collision over on Lincoln Ave in Northbend. Major damage all around with three cars involved, but thankfully no bodily injuries reported. The fire department was called in, and two witnesses saw it all go down.

Now, this gal had a pretty hefty insurance policy with coverage limits set at 250/500 and a $2000 deductible. Her annual premium was $1443.32, not too shabby. The total claim amount came to $47,790, broken down into $5,310 for injuries, $5,310 for property damage, and a whopping $37,170 for the vehicle itself.

All in all, it was quite the ordeal but she's grateful to have the insurance coverage to help her out during this unexpected mess. Life sure can throw you curveballs when you least expect it!""",Y
283925,"""Good day, I am writing to report an incident involving a 29-year-old female individual with a Master's degree in priv-house-serv occupation, residing in Riverwood, SC. On February 2nd, 2015, at approximately 5 PM, while parked at 7828 Cherokee Ave, her Dodge Neon, a 2014 model, suffered trivial damage in a single-vehicle incident.

Despite no bodily injuries reported and the absence of a police report, there was one witness present at the scene. The incident, which occurred in a quiet neighborhood with minimal traffic, resulted in property damage to the vehicle. The insured's hobbies include skydiving, adding an adventurous touch to her profile.

With 122 months as a valued customer and a policy CSL of 250/500 with a $1000 deductible, the total claim amount for this unfortunate event sums up to $3850. This includes specific claims for injury ($350), property ($350), and vehicle damage ($3150). It's noteworthy that there were no capital gains but a significant capital loss of -$47100 recorded.

This incident stands as a testament to the unpredictable nature of accidents and the importance of having comprehensive insurance coverage. We will ensure that the claim process is handled efficiently and with utmost care to provide the necessary support to our insured individual.""",N
475588,"""Alright, so here's the scoop. We got a 31-year-old male PhD reader who had a bit of a mishap with his Ford Fusion in Arlington, NC. Single vehicle collision, major front-end damage. Happened on February 7th at 3 AM on Oak St. No witnesses, two bodily injuries. Vehicle pretty banged up - gonna cost around $59,000 to fix. Deductible set at $2,000. Luckily, his policy covers up to $100k for bodily injuries and $300k for all involved. Gonna need some police reports and a good mechanic for this one!""",Y
751905,"I. Formal and Professional Style:

Upon examination of the provided data, it is evident that a major multi-vehicle collision occurred on January 18, 2015, at 5:00 PM in Arlington, NY. The insured, a 43-year-old male with 232 months as a customer, was involved in a rear-end collision while driving his 2013 Volkswagen Passat. The incident involved three vehicles and resulted in major damage to the insured's vehicle.

Emergency services were contacted, and no bodily injuries were reported. Fortunately, there was only one witness to the accident at 2318 Washington Hwy. The insured holds a college education level and works as a machine operator inspector. His hobbies include golf.

The policy details indicate coverage with limits of 250/500 and an annual premium of $1483.91, with a deductible of $500 and an umbrella limit of $8,000,000. The total claim amount for this incident is $70,600, distributed between injury claims, property damage claims, and vehicle damage claims.

II. Casual and Conversational Style:

Hey there! So, here's what went down - on January 18, 2015, at around 5:00 PM in Arlington, NY, this dude who's been with us for like forever (232 months to be exact) got into a pretty bad fender-bender. He's a 43-year-old husband who loves playing golf when he's not working as a machine operator",Y
226725,"Hoo boy, let me tell you about this wild insurance claim we got here! So, we've got a 40-year-old dude, a real daredevil with a Master's degree, working in the armed forces. And get this, his hobby? Base-jumping! Yeah, talk about living life on the edge.

Anyway, back in January 2015 on the 10th, there was a multi-vehicle collision down in Hillsdale, SC. Our guy was involved in a side collision - nothing too serious though, just some minor damage to his Dodge RAM from 2001. Three vehicles got tangled up in this mess, resulting in one bodily injury and one witness on the scene.

The incident went down at 8809 Flute St around 5 o'clock in the evening. The police were called to sort things out. Looks like our policyholder had a policy CSL of 500/1000 with a $2000 deductible and an annual premium of $1304.67.

Now, here's where it gets interesting - the total claim amount adds up to $61,490! Broken down into an injury claim of $5590, property claim of $11,180, and vehicle claim totaling $44,720. This fella also had some capital loss of -$45,000.

But hey, on the bright side, he's got an umbrella limit of $7,000,000! So at least he's covered for any unforeseen craziness",N
942504,"Narrative: ""Hey there! So, this is Sarah, and I'm just here to fill you in on what went down with the insurance claim. Our gal, 30-year-old MD-educated Emma, was out kayaking - her favorite hobby - when she got into a bit of a pickle. It was a single-vehicle collision on January 30th in Northbend, SC at 9 in the morning. Seems like she had a minor side collision in her 2010 Volkswagen Passat. Thankfully, she's okay but suffered one bodily injury. No witnesses around, but the police were called to the scene. Property damage? None reported. The total claim amount is $57,640 with breakdowns for injury, property, and vehicle claims. With an annual premium of $1035.79 and a policy deductible of $2000, Emma's looking at some capital gains after this ordeal. Just wanted to keep you in the loop - hope Emma gets back to kayaking soon!""",N
395572,"Here is a narrative with a different writing style for the provided claim data:

""Oh, let me tell you about this claim we got recently. So, there was this lady, 57 years old, been a customer with us for 394 months - that's like forever, right? She's into craft-repair stuff and loves watching movies in her free time. Anyway, her Audi A5 from '99 got stolen in Hillsdale, NC. Can you believe it? Trivial damage they said - like a cherry on top of this crazy story.

The poor thing had a minor bodily injury but thankfully no witnesses around. The incident happened at 9 in the morning on Lincoln Lane. Police were called in, but there's no official report yet. No property damage either. Her policy details show $250k/$500k coverage with a $500 deductible and an annual premium of $1401.2. The total claim amount is $6890 - with $1060 each for injury and property, and $4770 for the vehicle.

On top of all this drama, she had some capital gains of $51500 - talk about adding insult to injury! Hopefully, we can process her claim smoothly and get her back on track soon.""

I hope you enjoy this diverse writing style!",N
889883,"**Casual and Conversational Style:**

Hey there, so here's the scoop - this 45-year-old dude who loves hiking and works as a machine operator got into a real pickle. Picture this: a side collision involving three vehicles in Columbus, PA. It went down at 7162 Maple Ave around 9 in the morning. Major damage to his trusty 2006 Toyota Camry. Two people got hurt, and the fire department was called in on this one. The total claim is a whopping $53,280, with $11,840 for injuries, $5,920 for property damage, and $35,520 for the vehicle itself. Looks like this guy's gonna need some serious help getting back on the road!",Y
818167,"""Hello, thank you for reaching out about this insurance claim. The incident occurred on February 24, 2015, in Springfield, South Carolina, late at night around 10 PM. It was a multi-vehicle collision involving three vehicles, with the insured's BMW X5 from 2009 sustaining minor damage due to a rear-end collision. Thankfully, no bodily injuries were reported, and there were no witnesses present.

The insured, a 29-year-old female with a JD education level working as a handlers-cleaners, enjoys video games in her free time. She has been a customer with us for 35 months and is currently unmarried. The policy details include a coverage limit of 500/1000 and a deductible of $2000.

Upon authorities being contacted, the Fire department responded to the scene. The property damage was reported as 'NO,' and the total claim amount reached $78,300, broken down into an injury claim of $15,660, property claim of $7,830, and a vehicle claim of $54,810. Additionally, there were capital gains of $52,100 and capital loss of -$46,900 associated with this incident.

We are here to assist you through the claims process and ensure that everything is handled efficiently. Please let us know if you need any further information or assistance.""",N
277767,"""As an insurance adjuster with over 10 years of experience, I recently handled a claim for a 37-year-old male policyholder in Springfield, PA. This individual has been a loyal customer for 13 years, showing his commitment to responsible insurance coverage.

On January 4th, 2015, a major multi-vehicle collision occurred at 5778 Pine Ridge, resulting in significant rear-end damage to the insured's 2001 Nissan Pathfinder. Despite the chaos of the accident involving three vehicles, thankfully no bodily injuries were reported among the parties involved.

Witnesses at the scene confirmed the rear collision type and major damage sustained by the insured's vehicle. Surprisingly, even with a police report not available, the insured promptly contacted the ambulance for assistance and ensured all necessary authorities were informed.

The claim details revealed property damage to be substantial, amounting to $4,610 both for property and injury claims. The total claim amount reached $41,490 due to vehicle damages that required extensive repairs.

It's clear that this incident caused a financial setback for the insured, as evidenced by the capital loss of -$61,000. With a policy CSL of 100/300 and an annual premium of $1,080.13, this unexpected event serves as a reminder of the importance of comprehensive insurance coverage.

Handling this claim emphasized the unpredictable nature of accidents and reinforced the critical role insurance plays in protecting individuals during unexpected circumstances.""",N
842618,"Narrative (Casual Style):

Hey there! So, here's the scoop on this claim - we've got a 36-year-old female customer who's been with us for a whopping 195 months. She's an associate and loves camping in her free time. The incident went down on February 25, 2015, in Hillsdale, SC at 3797 Solo Lane around 2:00 PM.

It was a total mess - a multi-vehicle collision with a front collision type involving our customer's 2007 Chevrolet Tahoe. Unfortunately, it was a total loss situation with three vehicles getting tangled up. The authorities were called, specifically the fire department.

Thankfully, everyone survived, but there were two reported bodily injuries and three witnesses on the scene. The police report is available too. Property damage? Yep, it's a definite yes on that one.

In terms of the insurance policy details, the coverage limit stands at 100/300 with a $2000 deductible and an annual premium of $1346.18. The total claim amount comes to $68,970, broken down into injury claims at $12,540, property claims at $6,270, and vehicle claims at $50,160.

On the financial side, there are capital gains of $57,800 and a capital loss of -$53,300 to consider. Quite the rollercoaster of a claim indeed!",N
577810,"1. Formal & Professional Style:
On January 27, 2015, a multi-vehicle collision occurred in Arlington, VA at 9373 Pine Hwy involving a Toyota Highlander. The insured, a 55-year-old male with college education, reported minor damage resulting in bodily injuries to two individuals. The incident, categorized as a rear collision, involved three vehicles with no witnesses present. Police were contacted, and a police report is available.

The insured, employed as a handlers-cleaners occupation and married, had been a customer for 369 months. The policy coverage included a CSL of 250/500 with a $2,000 deductible and an annual premium of $1,589.54. The total claim amount of $85,300 was broken down into injury claim ($17,060), property claim ($8,530), and vehicle claim ($59,710). Additionally, the insured claimed capital gains of $55,400.

2. Casual & Conversational Style:
Hey there! So back in January 2015 in Arlington, VA at this spot on Pine Hwy, there was this fender-bender involving three cars - one being a Toyota Highlander. The driver, a 55-year-old guy who loves camping and works as a handlers-cleaners dude, got rear-ended but luckily only suffered minor injuries along with his wife. No cops came at the scene so they called 'em later to get that police report done.

Seems like the insurance covers $85K in damages",N
873114,"""Good day, our insurance claim department received a report regarding a parked car incident on February 19, 2015, at 1365 Francis Ave in Hillsdale, NY. The policyholder's wife, aged 40, who holds an associate degree and works in the 'other-service' occupation, enjoys camping as a hobby.

The parked car, a 2012 Audi A3 insured under a policy with limits of 100/300 and a $1000 deductible, sustained minor damage during the incident that occurred at 6 AM. Thankfully, there were no bodily injuries reported, and no witnesses or police report available.

The total claim amount for this incident is $3080, broken down into $560 for injury claim, $280 for property claim, and $2240 for the vehicle claim. The policy's annual premium is $1251.65 with no umbrella limit.

It seems like an unfortunate but relatively straightforward case. We will process this claim promptly to ensure the policyholder receives the necessary support and compensation.""",N
994538,"""After being a loyal customer for 332 months, a 47-year-old male insured with an MD education level and craft-repair occupation found himself in a major multi-vehicle collision on January 31, 2015. The incident occurred in Arlington, WV at 9239 Washington Ridge during the late hours of 10 PM, involving 4 vehicles in a front collision.

The insured's Jeep Grand Cherokee, a 2010 model, sustained major damage. Thankfully, no witnesses were present, but two individuals suffered bodily injuries. Police were contacted immediately as property damage was evident.

With a policy CSL of 100/300 and a $2,000 deductible, the total claim amount came to $71,760. This included $11,040 for injury claims and $49,680 for vehicle damage. Despite the high annual premium of $1,083.01, the insured faced a significant financial loss given the total capital gains of $91,900.

This unfortunate incident serves as a reminder of the unpredictable nature of life and the importance of having comprehensive insurance coverage to protect oneself in times of crisis.""",Y
727792,"""Good day, I'm here to report an incident that occurred on January 18, 2015, in Arlington, New York. A minor collision involving three vehicles took place at 3416 Washington Drive around 2:00 PM. The insured, a 26-year-old female with a JD education level and armed forces occupation, was the policyholder's wife. She experienced minor bodily injuries in a rear collision with her 2002 Nissan Ultima.

Despite the absence of witnesses and a police report, the ambulance was contacted due to the reported injuries. With only property damage claimed, totaling $59,700 – broken down into $11,940 each for injury and property claims and $35,820 for the vehicle – the policy's comprehensive limit is at $100/300 with a $500 deductible. The annual premium stands at $974.59, unaffected by any umbrella coverage.

This claim presents a unique scenario with a blend of educational achievement and risk-taking hobbies such as skydiving among the insured. The capital gains of $62,800 contrast sharply with the total claim amount and underline the unexpected nature of insurance incidents.

We will handle this claim promptly and professionally to address all aspects of the policyholder's needs and ensure a smooth resolution.""",N
